Targets,Scenarios,Type of investment,Investment category,Year,Amount
Target 2,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 5,0.42
Target 2,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 6,0.39
Target 2,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 7,0.35
Target 2,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 8,0.32
Target 2,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 9,0.29
Target 2,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 10,9.28
Target 2,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 20,3.58
Target 2,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 30,1.38
Target 2,BAU,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,BAU,0
Target 2,BAU,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 1,189.19
Target 2,BAU,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 2,171.99
Target 2,BAU,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 3,156.35
Target 2,BAU,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 4,142.14
Target 2,BAU,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 5,129.22
Target 2,BAU,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 6,117.47
Target 2,BAU,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 7,106.79
Target 2,BAU,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 8,97.08
Target 2,BAU,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 9,88.26
Target 2,BAU,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 10,80.23
Target 2,BAU,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 20,30.93
Target 2,BAU,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 30,11.93
Target 2,BAU,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,BAU,0
Target 2,BAU,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 1,4181.08
Target 2,BAU,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 2,3800.98
Target 2,BAU,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 3,3455.44
Target 2,BAU,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 4,3141.31
Target 2,BAU,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 5,2855.73
Target 2,BAU,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 6,2596.12
Target 2,BAU,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 7,2360.11
Target 2,BAU,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 8,2145.56
Target 2,BAU,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 9,1950.51
Target 2,BAU,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 10,1773.19
Target 2,BAU,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 20,683.64
Target 2,BAU,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 30,263.57
Target 2,BAU,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,BAU,0
Target 2,BAU,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 1,3991.89
Target 2,BAU,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 2,3628.99
Target 2,BAU,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 3,3299.08
Target 2,BAU,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 4,2999.17
Target 2,BAU,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 5,2726.52
Target 2,BAU,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 6,2478.65
Target 2,BAU,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 7,2253.32
Target 2,BAU,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 8,2048.47
Target 2,BAU,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 9,1862.25
Target 2,BAU,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 10,1692.95
Target 2,BAU,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 20,652.71
Target 2,BAU,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 30,251.65
Target 2,BAU,Benefit-Cost-Ratio (BCR),Individual farmer costs,BAU,0
Target 2,BAU,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 1,22.1
Target 2,BAU,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 2,22.1
Target 2,BAU,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 3,22.1
Target 2,BAU,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 4,22.1
Target 2,BAU,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 5,22.1
Target 2,BAU,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 6,22.1
Target 2,BAU,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 7,22.1
Target 2,BAU,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 8,22.1
Target 2,BAU,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 9,22.1
Target 2,BAU,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 10,22.1
Target 2,BAU,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 20,22.1
Target 2,BAU,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 30,22.1
Target 2,Scenario 2,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,BAU,0
Target 2,Scenario 2,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 1,513.51
Target 2,Scenario 2,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 2,466.83
Target 2,Scenario 2,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 3,424.39
Target 2,Scenario 2,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 4,385.81
Target 2,Scenario 2,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 5,350.74
Target 2,Scenario 2,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 6,318.85
Target 2,Scenario 2,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 7,289.86
Target 2,Scenario 2,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 8,263.51
Target 2,Scenario 2,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 9,239.56
Target 2,Scenario 2,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 10,217.78
Target 2,Scenario 2,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 20,83.96
Target 2,Scenario 2,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 30,32.37
Target 2,Scenario 2,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,BAU,0
Target 2,Scenario 2,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 1,1856
Target 2,Scenario 2,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 2,1687.27
Target 2,Scenario 2,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 3,1533.88
Target 2,Scenario 2,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 4,1394.44
Target 2,Scenario 2,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 5,1267.67
Target 2,Scenario 2,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 6,1152.43
Target 2,Scenario 2,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 7,1047.66
Target 2,Scenario 2,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 8,952.42
Target 2,Scenario 2,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 9,865.84
Target 2,Scenario 2,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 10,20408.43
Target 2,Scenario 2,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 20,7868.33
Target 2,Scenario 2,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 30,3033.58
Target 2,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,BAU,0
Target 2,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 1,1342.49
Target 2,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 2,1220.44
Target 2,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 3,1109.49
Target 2,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 4,1008.63
Target 2,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 5,916.94
Target 2,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 6,833.58
Target 2,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 7,757.8
Target 2,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 8,688.91
Target 2,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 9,626.28
Target 2,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 10,20190.65
Target 2,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 20,7784.37
Target 2,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 30,3001.21
Target 2,Scenario 2,Benefit-Cost-Ratio (BCR),Individual farmer costs,BAU,0
Target 2,Scenario 2,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 1,3.61
Target 2,Scenario 2,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 2,3.61
Target 2,Scenario 2,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 3,3.61
Target 2,Scenario 2,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 4,3.61
Target 2,Scenario 2,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 5,3.61
Target 2,Scenario 2,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 6,3.61
Target 2,Scenario 2,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 7,3.61
Target 2,Scenario 2,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 8,3.61
Target 2,Scenario 2,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 9,3.61
Target 2,Scenario 2,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 10,93.71
Target 2,Scenario 2,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 20,93.71
Target 2,Scenario 2,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 30,93.71
Target 2,Scenario 3,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,BAU,0
Target 2,Scenario 3,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 1,513.51
Target 2,Scenario 3,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 2,466.83
Target 2,Scenario 3,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 3,424.39
Target 2,Scenario 3,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 4,385.81
Target 2,Scenario 3,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 5,350.74
Target 2,Scenario 3,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 6,318.85
Target 2,Scenario 3,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 7,289.86
Target 2,Scenario 3,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 8,263.51
Target 2,Scenario 3,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 9,239.56
Target 2,Scenario 3,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 10,217.78
Target 2,Scenario 3,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 20,83.96
Target 2,Scenario 3,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 30,32.37
Target 2,Scenario 3,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,BAU,0
Target 2,Scenario 3,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 1,2344.96
Target 2,Scenario 3,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 2,2131.78
Target 2,Scenario 3,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 3,1937.99
Target 2,Scenario 3,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 4,1761.8
Target 2,Scenario 3,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 5,1601.64
Target 2,Scenario 3,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 6,1456.04
Target 2,Scenario 3,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 7,1323.67
Target 2,Scenario 3,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 8,1203.34
Target 2,Scenario 3,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 9,1093.94
Target 2,Scenario 3,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 10,16827.33
Target 2,Scenario 3,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 20,6487.66
Target 2,Scenario 3,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 30,2501.28
Target 2,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,BAU,0
Target 2,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 1,1831.45
Target 2,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 2,1664.95
Target 2,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 3,1513.59
Target 2,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 4,1375.99
Target 2,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 5,1250.9
Target 2,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 6,1137.19
Target 2,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 7,1033.81
Target 2,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 8,939.82
Target 2,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 9,854.38
Target 2,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 10,16609.55
Target 2,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 20,6403.7
Target 2,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 30,2468.9
Target 2,Scenario 3,Benefit-Cost-Ratio (BCR),Individual farmer costs,BAU,0
Target 2,Scenario 3,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 1,4.57
Target 2,Scenario 3,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 2,4.57
Target 2,Scenario 3,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 3,4.57
Target 2,Scenario 3,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 4,4.57
Target 2,Scenario 3,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 5,4.57
Target 2,Scenario 3,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 6,4.57
Target 2,Scenario 3,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 7,4.57
Target 2,Scenario 3,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 8,4.57
Target 2,Scenario 3,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 9,4.57
Target 2,Scenario 3,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 10,77.27
Target 2,Scenario 3,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 20,77.27
Target 2,Scenario 3,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 30,77.27
Target 3,BAU,Costs of establishing and/or maintain nurseries,Institutional costs,BAU,0
